,artist_name,song_title
1244,Frankie Valli & The Four Seasons,Let's Hang On
1245,Kid Rock,So Hott
1246,Chromatics,Tick Of The Clock (Film Edit)
1247,Idina Menzel,I Sang at Your Mom's Wedding? - Live
1248,Tone Stith,Every Hour
1249,The Palms,Stupid La Love Song
1250,J Balvin,En Lo Oscuro
1251,Berner,Faded
1252,Richard Wagner,"Tristan und Isolde, WWV 90: Liebestod"
1253,Bing & Ruth,The How of it Sped
1254,Teenage Bottlerocket,Headbanger
1255,Jeremy Zucker,Flying Kites
1256,YG,Bicken Back Being Bool
1257,Natiruts,A Cor - Faixa Bônus Ao Vivo
1258,Ludwig van Beethoven,"Violin Sonata No. 8 in G Major, Op. 30 No. 3: II. Tempo di minuetto, ma molto moderato e grazioso"
1259,Nujabes,A day by atmosphere supreme
1260,William Bolcom,3 Ghost Rags: No. 1. The Graceful Ghost
1261,Lil Pump,Pinky Ring (feat. Smokepurpp & Rick Ross)
1262,Soda Stereo,Entre Caníbales
1263,Martin Lawrence,Everybody's A Gangsta
1264,Phoenix,Girlfriend
1265,Kota the Friend,Smile for Me
1266,Maria Callas,Samson et Dalila (1997 Digital Remaster): Mon coeur s'ouvre à ta voix.
1267,Big Sean,Deep
1268,Mark Diamond,In the End (Lost Recording #10)
1269,Georges Bizet,Carmen Suite No.2: Danse bohème
1270,The Knife,Heartbeats
1271,Lamb,Gorecki
1272,Steve Earle,Transcendental Blues
1273,Pedro Suárez-Vértiz,Nadia
1274,The Brilliance,I Heard the Bells
1275,Makaya McCraven,Tall Tales
1276,The Expanders,Blood Morning
1277,Jamsha,Calicho
1278,Tee Grizzley,Real Ni**as
1279,Wolfgang Amadeus Mozart,"Symphony No. 39 in E-Flat Major, K. 543: III. Menuetto (Allegretto) – Trio"
1280,G Herbo,Some Nights
1281,Cocteau Twins,Wolf In The Breast
1282,Elevation Youth,On Top of the World (Remix)
1283,Surfaces,Ocean Breeze
1284,Geoff Zanelli,I Do Nothing Every Day
1285,Hobo Johnson,Peach Scone - Live
1286,Sudan Archives,Escape
1287,Leeland,Weak Man
1288,Blake Neely,I Can't Lose You Twice
1289,Ramin Djawadi,"Small Pack Of Wolves - From The ""Game Of Thrones"" Soundtrack"
1291,James Horner,"The Prize Of One's Life... The Prize Of One's Mind - From ""A Beautiful Mind"" Soundtrack"
1292,DeJ Loaf,No Better Love
1293,Flughand,Azymuth
1294,Colleen,The stars vs creatures
1295,Blake Neely,The Fastest Man Alive - Always Late
1296,Sum 41,Underclass Hero
1297,Eptic,The End - Carnage & Breaux Remix
1298,Gryffin,Just For A Moment (feat. Iselin) - Myon 'Summer of Love' Remix
1299,Boards of Canada,Turquoise Hexagon Sun
1300,Mack David,Our Hour (The Puppy Love Song)
1301,Kip Moore,Lipstick
1302,Boubacar Traoré,M'Badehou
1303,Incubus,Summer Romance (Anti-Gravity Love Song)
1304,Frédéric Chopin,"Etude, Op. 10 No. 6 in E-Flat Minor: Andante"
1305,Julien Baker,Good News
1306,Rend Collective,Resurrection Day
1307,Almighty,Putas y Blones
1308,Faith No More,Falling to Pieces
1309,Gyptian,Like Woow
1310,The Doors,Back Door Man
1311,Getatchew Mekurya,Yegenet muziqa
1312,Team Sleep,Ever (Foreign Flag)
1313,Nicki Minaj,Right Thru Me
1315,Lil Baby,Time After Time
1316,SWMRS,April In Houston
1317,Scavenger Hunt,Ghosts
1318,Lord Echo,The Book Keeper
1319,Eddie Griffin,Dr. Laura & The Tea Party
1320,Melodiesinfonie,Srolang
1321,Jhene Aiko,Overstimulated
1322,"Harry Connick, Jr.",I Love Her
1323,Giuseppe Verdi,"Messa di Requiem, Dies irae: Dies irae"
1324,Cock Sparrer,One by One
1325,MxPx,I Will Follow
1326,Antonio Vivaldi,"Violin Concerto in G Minor, RV 315, ""Summer"" from ""The Four Seasons"": III. Presto. Tempo impettuoso d'estate"
1327,The Isley Brothers,Let Me Down Easy
1328,Brent Faiyaz,Stay Down
1329,Pete Rock & C.L. Smooth,Straighten It Out
1330,Hopsin,Crown Me
1331,Malibu Ken,Suicide Big Gulp
1332,Don Omar,How We Roll
1333,Luny Tunes,Aventura
1334,Corinne Bailey Rae,Trouble Sleeping
1335,Lord Echo,Woah! There’s No Limit
1336,Stella Donnelly,Tricks
1337,Jarabe De Palo,La flaca
1338,George Carlin,Autoerotic Asphyxia
1339,Young Thug,Tattoos
1340,Royal Tusk,Aftermath
1341,Edward Elgar,"Variations on an Original Theme, Op.36 ""Enigma"": 9. Nimrod (Adagio)"
1342,Jamey Johnson,Poor Man Blues
1343,Disturbed,Awaken
1344,Jerry Folk,Is Kesha Fire
1345,BANNERS,Ghosts
1346,Mary Wells,Let Your Conscience Be Your Guide
1347,Buddy,The Blue (feat. Snoop Dogg)
1348,Beth Fowler,Home (Reprise)
1349,Abel Korzeniowski,Duchess Of Windsor
1350,SEU Worship,Draw Me in (Live)
1351,New York Philharmonic,"Piano Concerto No. 4 in G Major, Op. 58: III. Rondo. Vivace"
1352,Maria Callas,Andrea Chenier (1997 Digital Remaster): La mamma morta
1353,Houcine,Siffler sur la colline
1354,Mark Isham,Growing Old Together
1355,Eric Bellinger,Make up For It
1356,Death Cab for Cutie,Brothers on a Hotel Bed
1357,Kraftwerk,Musique Non Stop - 2009 Remastered Version
1358,Shinedown,Burning Bright
1359,Migos,Culture (feat. DJ Khaled)
1360,Joe Higgs,Come on Home
1361,Hélène Ségara,Salut
1362,88GLAM,Big Tymers
1363,Berner,Lovin' Me (feat. Smiggz)
1364,Jean-Baptiste Lully,Isis Opera In 5 Acts With Prologue / Prologue: C'est lui dont les dieux ont fait choix
1365,Boombox Cartel,Colors (feat. Grabbitz)
1366,Rx Bandits,Nothin' Scared
1367,Bill Engvall,Getting Old Sucks
1368,Dorothée,Petit vaurien - Version country
1369,The Cat Empire,Strong Coffee
1370,Kyle Dion,Glass House
1371,Werner Haas,"Piano Sonata No.14 in C Sharp Minor, Op.27 No.2, Adagio sostenuto: Moonlight Sonata: Adagio sostenuto (Mondscheinsonate)"
1372,Gaetano Donizetti,La fille du régiment / Act 1: Je suis soldat
1373,Tom Russell,Tonight We Ride
1374,Avenged Sevenfold,Roman Sky
1375,Bad Manners,Walking In The Sunshine
1376,Tertia May,Monsters in Your Bedroom
1377,Jeremih,New Level
1378,Gaetano Donizetti,"L'elisir d'amore / Act 1: ""Come Paride vezzoso"""
1379,The Supervillains,Bermuda High
1380,Castlecomer,If I Could Be Like You
1381,Phil Wickham,The Secret Place - Acoustic
1382,50 Cent,I Get Money
1383,Heather Headley,I Wish I Wasn't
1384,Wolfgang Amadeus Mozart,"Piano Sonata No. 17 in B-Flat Major, K. 570: II. Adagio"
1385,H.E.R.,Lost Souls
1386,KBong,Love Story
1387,Kurt Rosenwinkel,Zhivago
1388,TRUSTcompany,Downfall
1389,Pepper,F**k Around (All Night)
1390,Paul Oakenfold,Ready Steady Go! - Beatman & Ludmilla Radio Edit
1391,Eugene Mirman,"Horse Talking, Bathroom Door"
1392,Bob Marley & The Wailers,Johnny Was
1393,Morcheeba,Rome Wasn't Built In A Day
1394,Hans Zimmer,The 'Cowch'
1395,Etta James,Trust In Me
1396,Robert Schumann,"Symphony No.4 In D Minor, Op.120: 4. Langsam - Lebhaft - Schneller - Presto"
1397,Todd Barry,Audiences At Fahrenheit 911
1398,Robin Williams,Newsboy
1399,Iration,Hotting Up
1400,Gorillaz,Re-Hash
1401,The Flying Burrito Brothers,Dark End Of The Street
1402,Modest Mouse,3rd Planet
1403,Dirtcaps,NO (feat. Cadet)
1404,Prof,Light Work
1405,Declan McKenna,Humongous
1406,Bernard Minet,Dis moi monsieur Bernard Minet
1407,DaniLeigh,I Do It 4 (feat. Lil Yachty)
1408,Kristin Chenoweth,You’re My Saving Grace…
1409,A.Cinco,La Velita
1410,50 Cent,Still Think I'm Nothing (feat. Jeremih)
1411,Chris McClarney,At The Mention - Live
1412,Chorus,Van Van Peela Pakhiyan
1413,anders,Changes
1414,Moderat,Versions
1415,Cock Sparrer,Tough Guys
1416,Steve Roach,Between the Gray and the Purple
1417,Stick Figure,Come With Me
1418,Solomon Burke,Don't Give Up On Me
1419,Giacomo Puccini,"Tosca / Act 1: ""Sommo giubilo, Eccelenza!"""
1420,Ablaye Cissoko,Amanké Dionti
1421,Tyler Bates,The Kyln Escape
1422,Bonnie Raitt,Love Me Like A Man - Remastered
1423,Sarah Schachner,Haluk's Wisdom
1424,Jelly Roll,Glitter
1425,Mandisa,Good News
1426,Sam Cooke,Nobody Knows You When You're Down And Out - Live
1427,NOFX,Three on Speed
1428,Dane Cook,Banter #2
1429,Ari Lennox,Cold Outside
1430,K-Ci & JoJo,Crazy
1431,Zeds Dead,Lights Out
1432,Wingnut Dishwashers Union,Fuck Shit Up (Whanana)
1433,The Jeff Steinberg Jazz Ensemble,I Spy
1434,Danny Bhoy,Gecko Story
1435,Gramatik,Brave Men (feat. Eskobars)
1436,The Briggs,Who Would've Thought
1437,Ziggy Marley,Family Time - Feat. Judah Marley
1438,Natti Natasha,Devorame
1439,The City of Prague Philharmonic Orchestra,Downton Abbey
1440,Futuristic,Somewhere in the Middle
1441,Bearcubs,Haunts
1442,Kevin Nealon,What with the Economy
1443,Tom MacDonald,Exposure
1444,Col3trane,New Chain
1445,Chloe x Halle,Cool People
1446,Jackson Browne,Jamaica Say You Will
1447,The Crusaders,Street Life
1448,George Lopez,Crazy Aunt
1449,Daniel Pemberton,The Wolf & The Hanged Men
1450,Mother Love Bone,Crown Of Thorns
1451,Kenny Chesney,The Boys of Fall
1452,Kim Waters,Forever Yours
1453,Keith Urban,But For The Grace Of God
1454,Pilfers,Climbing
1455,Wolfgang Amadeus Mozart,"Divertimento in F, K.138: 2. Andante"
1456,Majid Jordan,Every Step Every Way
1457,The Budos Band,Adeniji
1458,Willie Colón,Che Che Cole
1459,The Swon Brothers,Later On
1460,Big Time Rush,Song For You
1461,Luigi Boccherini,"String Quintet No. 6 in E Major, Op. 11, No. 5: String Quintet no.6 in E major, op.11 no.5: IV. Andante"
1462,Marc Streitenfeld,Charge
1463,Riley Green,Numbers On The Cars
1464,Giuseppe Verdi,"Verdi : La Traviata : Act 2 ""Alfredo!... Voi!..."" [Chorus, Alfredo, Flora, Gastone, Violetta, Barone]"
1465,Sech,Mas Pegao
1466,Berhana,80s
1467,Lil Wayne,Comfortable
1468,Tricky,Aftermath
1469,Green Valley,No Es Necesario
1470,Godsmack,"Good Times, Bad Times"
1471,Noah Gundersen,Family
1472,Jean Claude Corbel,Entre deux eaux
1473,The Toilet Bowl Cleaners,I Eat When I Poop
1474,Matthew Mole,The Wedding Song
1475,Yomo,Hacerte Mia
1476,Mack Brock,I Am Loved
1477,Sleeping At Last,Atlas: Heart
1478,Mad Caddies,Lay Your Head Down
1479,Jesus Culture,Waiting Here For You - Live
1480,Xavier Omär,If This Is Love
1481,Kane Brown,Rockstars
1482,Charles Gounod,Petite Symphonie in B flat for 9 Wind Instruments: 1. Adagio et Allegretto
1483,Shag Rock,Lip Addiction
1484,NOFX,Thank God Its Monday
1485,Light The Torch,Die Alone
1486,Kenny Chesney,Drink It Up
1487,Selah Sue,This World
1488,Smino,Glass Flows
1490,Christian French,Fall for You
1491,Dru Hill,How Deep Is Your Love
1492,LEISURE,All over You
1493,Vivanativa,Mariposa Mia
1494,Adolphe Adam,"O Helga natt (Cantique de Noel, O Holy Night): Cantique de Noel"
1495,Felipe Esparza,Stretchmarks
1496,Joe List,Aruba
1497,Björk,Venus as a Boy
1498,Styles P,Morning Mourning
1499,Frédéric Chopin,"Etude in A Minor, Op.25 No. 11 'Winter Wind'"
1500,James Newton Howard,"The Launch - From ""Treasure Planet""/Score"
1501,Menahan Street Band,Three Faces
1502,The Damn Quails,California Open Invitation
1503,FKA twigs,Two Weeks
1504,Todd Glass,Shamwow
1505,Shy Girls,Arrest Me (Noah Breakfast Remix) [feat. Tei Shi]
1506,Chris Botti,Venice
1507,Ben Webster,Stardust - Remastered
1508,Pink Floyd,A Pillow of Winds
1509,Minnesota,Float (feat. Zion I)
1510,John Williams,The Duel
1511,Dorothée,Le beau voyage
1512,Slum Village,"The Look of Love, Pt. 1"
1513,Bethel Music,Heaven's Song
1514,Lupe Fiasco,WAV Files
1515,Jauz,Higher
1516,Billy Joe Shaver,Live Forever
1517,North Point InsideOut,No One Higher - Live
1518,Imagine Dragons,Second Chances
1519,Moose Blood,Honey
1520,Mary J. Blige,Rainy Dayz
1521,Young the Giant,Superposition - Reprise
1522,The Contortionist,Godspeed
1523,Kenny Chesney,Guitars And Tiki Bars
1524,Disturbed,This Moment
1525,Barbara Mason,For Your Love
1526,Emilio Rojas,Seek You Out (feat. Chris Webby)
1527,Lea Salonga,If You're Not Here (By My Side)
1528,Washed Out,Million Miles Away
1529,Alison Wonderland,Lies
1530,Russ,Inbetween
1531,"Héctor ""El Father""",Viviendo En Guerra
1532,KB,Church Clap
1533,Fazıl Say,"Sevenlere dair, Op. 12/3"
1534,Dirty Heads,Lonely One
1535,Alonzo Bodden,Return Ticket on the Underground Railroad
1536,Freddie Hubbard,Delphia
1537,Souly Had,Lunar Light
1538,Michael Franti & Spearhead,Show Me Your Peace Sign
1539,Current Swell,Ulysses
1540,Blue October,Fear
1541,Minimatic,Joe's Break
1542,Eric Bellinger,Back It Up (feat. BJ The Chicago Kid)
1543,Rammstein,KEINE LUST
1544,Mickey Gilley,Stand By Me
1545,César Franck,Sonata for Violin and Piano in A: 4. Allegretto poco mosso
1546,Andrew Norelli,Point Break with Swayze
1547,Jóhann Jóhannsson,A Song For Europa
1548,Xscape,Understanding
1549,Thelonious Monk,Five Spot Blues
1550,Derrick Morgan,Tougher Than Tough (Rudie in Court)
1551,Ryan Sickler,Single & Dating
1552,Escape the Fate,My Apocalypse
1553,Henri Salvador,Le Petit Souper aux Chandelles
1554,Tone Stith,Perfect Timing
1555,Brantley Gilbert,Hell On Wheels
1556,Francis Poulenc,"Sonata for Piano 4 hands, FP 8: II. Rustique"
1557,Eddie Izzard,Salad Dressing
1558,Matt Mason,Where I've Been
1559,Death Cab for Cutie,Someday You Will Be Loved
1560,Giuseppe Verdi,"Don Carlo, Act II: Nei giardin del bello (Canzone del velo)"
1561,Steel Pulse,Ravers
1562,Reel Big Fish,Life Sucks... Let's Dance!
1563,Ne-Yo,OCEAN SURE
1564,Art Blakey & The Jazz Messengers,Moanin'
1565,Leopold Stokowski,"Marche Slave in B-Flat Minor, Op. 31"
1566,Richard Wagner,"Götterdämmerung, WWV 86D, Prologue: Vorspiel"
1567,tides.,spices
1568,UZ,Gone
1569,Emancipator,Kamakura
1570,Wolfgang Amadeus Mozart,"Die Entführung aus dem Serail, K. 384, Act II: Martern von aller Arten"
1572,Ivy Queen,Cansada
1573,Antibalas,Dirty Money
1574,Verna Felton,"Where Did I Put That Thing / Bibbidi-Bobbidi-Boo (The Magic Song) - From ""Cinderella"" / Soundtrack Version"
1575,Lyanno,Taste|Freestyle
1576,Morning Glory,Gang Control
1578,Junior Kelly,Love So Nice
1579,Samuel E. Wright,Kiss the Girl - Soundtrack
1580,James Horner,"Unable to Stay, Unwilling to Leave"
1581,flor,get behind this
1582,Dead Kennedys,Moral Majority
1583,Jerry Goldsmith,Semantics
1584,Max Richter,Shimmering Clouds
1585,Dan Romer,Particles of the Universe (Heartbeats)
1586,Ken Boothe,Now I Know
1587,Le Club des Juniors,Un collège fou fou fou
1588,Wolfgang Amadeus Mozart,"Concerto No. 21 in C Major for Piano and Orchestra, K. 467, ""Elvira Madigan"": II. Andante"
1589,Kurt Metzger,I'm Basically Salman Rushdie.
1590,The Green,She Was the Best
1591,Jules Massenet,Thais: Méditation de Thais - Arr. for Violin and Piano
1592,X Ambassadors,Low Life
1593,Daddy Yankee,Ya Va Sonando
1594,Classixx,A Mountain with No Ending
1595,L'Omy,Stop Calling Me
1596,Jory Boy,Aprovecha (feat. Nova La Amenaza & Daddy Yankee)
1597,10 Years,Beautiful
1598,Lecrae,Broke
1599,Chorus,Hollow in the Soul
1600,Rita Ora,Anywhere - R3hab Remix
1601,Sharon Van Etten,Malibu
1602,The Unseen,On The Other Side
1603,Mallory Merk,Puppy Love
1604,Johann Adolf Hasse,"Hasse: Sanctus Petrus et Sancta Maria Magdalena: ""Mea tormenta, properate!"""
1605,Big Thief,Great White Shark
1606,Paula Poundstone,Includes No Beans
1607,Kelly Clarkson,Invincible
1608,Will Reagan,Your Love Is Better
1609,Michael Kamen,The Eye Of The Storm
1610,Giuseppe Verdi,Simon Boccanegra / Act 1: Come in quest'ora bruna (Amelia)
1611,Toots & The Maytals,Do The Reggay
1612,Jon Brion,Song for Caden
1613,Dan St. Paul,"The First Baseball Game, Pt. 1"
1614,Robert Kelly,Mother Is Psycho
1615,Coheed and Cambria,Black Sunday
1616,Clear Conscience,So High
1617,Jeff Tweedy,Let's Go Rain
1618,Daniel Lavoie,Un matin tu dansais
1619,Aidonia,Hot Tool
1620,Julie Andrews,Do I Love You Because You're Beautiful?
1621,Carl Orff,"Carmina Burana, II. In taberna (Version for Soloists, Choruses, 2 Pianos & Perc.): Ego sum abbas"
1622,Jacques Offenbach,"Les contes d'Hoffmann, Act III: Jusqu'à la cependant affermis mon courage - Aujourd'hui, aujourd'hui les larmes (Live)"
1623,Vince Guaraldi Trio,Happiness Is
1624,Big Sean,Inspire Me
1625,Led Zeppelin,Misty Mountain Hop - Alternate Mix
1626,Patrick Doyle,Choose That One
1627,J Balvin,Mi Gente - Henry Fong Remix
1628,Giacomo Puccini,Turandot / Act 3: Nessun dorma!
1629,Goldfinger,Tell Me
1630,Aaron Copland,Appalachian Spring: III. Moderato
1631,Tow'rs,I Can't Help Myself
1632,Jóhann Jóhannsson,Explosion
1633,The Presets,Ghosts
1634,Dalmata,Mi Mundo Tú
1635,Nick Jonas,Unhinged
1636,Giuseppe Verdi,"""Fu la sorte dell'armi a'tuoi funesta"""
1637,Gryffin,Love In Ruins (feat. Sinead Harnett)
1638,Daddy Yankee,Yo Se Que a Ti Te Gusta
1639,Randy Newman,The Majors: The Mind Is A Strange Thing
1640,Pattern Drama,Apotholite
1641,James Horner,Goodbyes
1642,Dmitri Shostakovich,"Symphony No. 5 in D Minor, Op. 47: III. Largo"
1643,Victoria Monét,New Love
1644,Jesse Daniel Smith,I Really Love Ya
1645,Gillian Welch,Hard Times
1646,Angel Y Khriz,No Hacen Na
1647,Richard Wagner,"Die Walküre, WWV 86B, Act I (Highlights): Siegmund, den Wälsung, siehst du, Weib!"
1648,Dustin Tebbutt,Chasing Gold
1649,Five Iron Frenzy,Get Your Riot Gear
1650,Skillet,Dead Inside - Bonus Track
1651,Richard Wagner,"Die fliegende Holländer (The Flying Dutchman), WWV 63: Overture"
1652,Riot Ten,Blitz (feat. Virus Syndicate) - INF1N1TE Remix
1653,Cain's Offering,Stormcrow
1654,Billy Connolly,Question Time
1655,Jerrod Niemann,God Made A Woman
1656,Katherine Jenkins,Never Enough
1657,Camille Saint-Saëns,Carnival of the Animals: XIII. Le Cygne (The Swan)
1658,Skankin' Pickle,Start Today
1659,John Lee Hooker,I'm In The Mood - Single Version
1660,Lostboycrow,Traveler
1661,Eagles,Life's Been Good - Live Version
1662,Toby Keith,Hope On The Rocks
1663,James Taylor,Up On The Roof
1664,Chris Dave and The Drumhedz,Black Hole
1665,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act II No. 14: Act II By a Lake: No. 14. Scene: Moderato"
1666,Nat King Cole,Hark! The Herald Angels Sing
1667,Blake Shelton,Don't Make Me
1668,Shane & Shane,Psalm 34 (Taste and See)
1669,Shane & Shane,I Give You My Heart
1670,Jeffrey Ross,Nephews / Cookie Monster
1671,"Lee ""Scratch"" Perry",The Upsetter
1672,Idoles De La Musique,"Dingue, Dingue, Dingue"
1673,Ennio Morricone,Here's to you (feat. Joan Baez)
1674,The Chinkees,You Don't Know
1676,Wolfgang Amadeus Mozart,"Maurerische Trauermusik, K 477"
1677,Kishi Bashi,Summer of '42
1678,Aer,On the Low
1679,Anthem Lights,One Republic Mash-Up
1680,Brasstracks,Snowdaze
1681,Teyana Taylor,Do Not Disturb
1682,Richard Wagner,"Wagner : Götterdämmerung : Act 3 ""Zurück vom Ring!"" [Hagen]"
1683,G. Love & Special Sauce,Ride
1684,Dorothée,Viens t'amuser
1685,Julian Lage,Nocturne
1686,Gramatik,Virtual Insight
1687,Jai Uttal,Ganesha Sharanam
1688,The Touré-Raichel Collective,Experience
1689,Carlos Mencia,Discipline
1690,Georges Bizet,Carmen: Act I: Habanera: L'amour est un oiseau rebelle
1691,Frédéric Chopin,"Nocturne in C minor, Op. 48, No. 1"
1692,Nicki Minaj,Did It On’em
1693,The Avett Brothers,Swept Away
1694,Adele,Tired
1695,LCD Soundsystem,i used to
1696,Nujabes,Luv (sic) Grand Finale (feat. Shing02)
1697,John Williams,Ewok Celebration and Finale
1698,City and Colour,"Forgive Me / Two Coins - Live In Wolfville, NS May 5th, 2017"
1699,John Heffron,Jeans and flip-flops
1700,Claudio Monteverdi,Ciaccona (Antonio Falconiero ca. 1585-1656)
1701,Gorillaz,Halfway To The Halfway House (feat. Peven Everett)
1702,Robin Williams,Elmer Fudd Sings Bruce Springsteen
1703,Tarrus Riley,Guess Who? (feat. Mykal Rose)
1704,Carl Maria von Weber,"Grand Duo Concertant, Op. 48, J. 204: 3. Rondo. Allegro"
1705,The Bamboos,I Got Burned (feat. Tim Rogers)
1706,Liquid Stranger,Crunk
1707,Rob Zombie,"Never Gonna Stop (The Red, Red Kroovy)"
1708,The Arrogant Sons Of Bitches,RSTLNE
1709,Elder Island,Key One
1710,Tom Segura,Seagal
1711,Handsome Ghost,Reckless Lover - Acoustic
1712,Toad The Wet Sprocket,Walk On The Ocean
1713,Demetri Martin,Concerts
1714,Lucinda Williams,Righteously
1715,Chorus,Ore Aayre Tabe
1716,SiR,Something Foreign
1717,Hot Chip,Flutes - Sasha Remix
1718,Luke Sital-Singh,Killing Me
1719,Buckcherry,Head Like A Hole
1720,The 1975,Haunt // Bed
1721,Red Hot Chili Peppers,This Ticonderoga
1722,Buck Owens,My Heart Skips A Beat
1723,The Japanese House,Marika Is Sleeping
1724,GSPD,NFS Underground
1725,Two Door Cinema Club,Sleep Alone
1726,Mac Miller,When In Rome
1727,Sonny Criss,How High The Moon
1728,Pepper,Like Your Style (Live)
1729,Theory of a Deadman,Lowlife
1730,STRFKR,"Being No One, Going Nowhere"
1731,Richard M. Sherman,That Loving Look
1732,Against All Authority,Watered Down & Passive
1733,Lesley Garrett,"Arlen, Harold: Over the Rainbow (from the 1939 Movie ""The Wizard of Oz"")"
1734,Lucius,Two of Us On the Run
1735,Mother Mother,Oh Ana
1736,Björk,Alarm Call
1737,Kevin Kiner,It's Over Now
1738,Alter Bridge,Addicted To Pain
1739,The Righteous Brothers,You've Lost That Lovin' Feelin'
1740,Scatman Crothers,Easy Money
1741,Vico C,El Filosofo
1742,Capleton,Tour [Lil John & Paul's Remix]
1743,Johnny Mathis,Chances Are - Single Version
1744,Sammie,Issues
1745,Deftones,Beauty School
1746,Yandel,Vamos A Hacerlo
1747,Marcin Przybyłowicz,Kaer Morhen
1748,Three Dog Night,Mama Told Me (Not To Come)
1749,Irwin Kostal,"Symphony No. 6 (""Pastoral""), Op. 68, I Allegro Ma Non Troppo - Irwin Kostal Re-Record 1982"
1750,Marie-Thérèse Orain,Ostende
1751,Comedian Bob Marley,Dad's Boxers
1752,Shawn Mendes,This Is What It Takes
1753,Dane Cook,Abducted
1754,Nickelback,Leader of Men
1755,Bassnectar,The Future (feat. Jenna Sousa)
1756,Ennio Morricone,Cinema Paradiso Love Theme
1757,Brian Johnson,We Will Not Be Shaken (Live)
1758,The Midnight Hour,It's You
1759,Ray LaMontagne,Let It Be Me
1760,Jim Gaffigan,Pirates (Commentary)
1761,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act III No. 19a, Pas de six: Act III In the Castle of Prince Siegfried: A Ball at the Castle: No. 19. Pas de six: V. Variation IV: Allegro"
1762,Lirico En La Casa,Tun Tun Abreme La Puerta
1763,Mary Mary,God in Me (feat. Kierra Sheard)
1764,Syd,Body
1765,The JB Conspiracy,Say Goodbye
1766,Little Mix,Towers
1767,The Internet,Gabby
1768,Giuseppe Verdi,"""Chi mai fra gl'inni e i plausi"""
1769,Childish Gambino,I. The Party
1770,New Order,Singularity
1771,Hey Violet,Break My Heart
1772,The Districts,4th and Roebling
1773,The Planet Smashers,Never Die Old
1774,Gregory Isaacs,Private Secretary
1775,UPPERROOM,How Wonderful
1776,Philharmonia Orchestra,Courtin' Time
1777,Uncle Tupelo,Moonshiner
1778,Atlas Bound,Lullaby - Acoustic Version
1779,Star Cast,Don't You Look At Me - From “Star” Season 3
1780,Foo Fighters,Stacked Actors
1781,Nate Good,Gold Coast
1782,John Williams,The House - Instrumental
1783,Beanie Sigel,Feel It In The Air
1784,Wire,I Am the Fly - 2006 Remastered Version
1785,India.Arie,Beautiful Surprise
1786,John Barry,"I Had A Farm (Main Title) - Main Title From ""Out Of Africa"""
1787,Flitz&Suppe,Vibin'
1788,Zion.T,The Song
1789,Saba,MOST
1790,Petey Pablo,Raise Up
1791,Andrew Dice Clay,Debbie Duz Everything - Live at Rascals Comedy Club (NJ) / 1990
1792,Frank Churchill,Snow White (Selections)
1793,Hillsong UNITED,Yours Forever - Live In Australia/2009
1794,John Cale,Big White Cloud
1795,Entheogenic,A Language Older Than Words
1796,The Supervillains,It Must Be True Love (feat. Smally)
1797,Pendulum,"9,000 Miles"
1798,Mac Ayres,I've Always Been
1799,The Holdup,Can't Feel a Thing
1800,Dickie Jones,I've Got No Strings
1801,Andy Montañez,Payaso
1802,Pink Martini,Exodus
1803,Jon Z,Subiendo a Pulmón
1804,Daniel Lavoie,I Wish It Would Rain
1805,Kyle Kinane,Small Cog in the Bullshit Machine
1806,Sugar Ray,When It's Over - Remastered
1807,Bleachers,Shadow
1808,James Horner,Death of Titanic
1809,Against Me!,Hot Shots - Goldentone Studio Version
1810,Inspector,Amargo Adiós - Tequila
1811,Demun Jones,Tannerite
1812,Oi Va Voi,Ladino Song
1813,Solange,Interlude: Tina Taught Me
1814,Reel Big Fish,G.D. Beautiful Day
1815,Don Drummond,Eastern Standard Time
1816,Thievery Corporation,San San Rock
1817,Aaron Lewis,The Story Never Ends
1818,Declan McKenna,Bethlehem
1819,Giacomo Puccini,"Madama Butterfly, Act II: Che vuol da me? (Butterfly, Suzuki, Sharpless, Kate)"
1820,Bear McCreary,Tale of the Tusks
1821,El Gran Combo De Puerto Rico,Mi Isla
1822,Giuseppe Verdi,"Nabucco / Act 3: Oh, chi piange? / Del futuro nel buoio discerno"
1823,Elijah Blake,I Just Wanna...
1824,DJ Snake,Broken Summer
1825,Giacomo Puccini,Madama Butterfly / Act 2: Scuoti quella fronda di ciliegio
1826,Rancid,As Wicked
1827,Sam Cooke,Summertime
1828,Washed Out,It All Feels Right
1829,Quincy Mumford,Cruisin'
1830,Giacomo Meyerbeer,"La Africana: ""O paradiso"""
1831,Roy Woods,The Way You Sex
1832,Tempo,Lo Mejor De Dos Mundos (feat. Secreto)
1833,GoldLink,Some Girl (feat. Steve Lacy)
1834,Charanga Habanera,Hagamos Un Chen
1835,Hillsong UNITED,Scandal Of Grace (I'd Be Lost) - Live
1836,Chris Lake,Piano Hand
1837,The Clancy Brothers,"Whiskey, You're the Devil - Live"
1838,Aziz Ansari,Talking To Girls At Bars
1839,Miguel,Harem
1840,Giuseppe Verdi,Messa da Requiem: 2. Tuba mirum
1841,Smallpools,Street Fight
1842,Asiahn,Waiting
1843,Enrico Caruso,Bella Figlia dell'Amore
1844,Ben Howard,Nica Libres At Dusk - Radio Edit
1845,Movements,Full Circle
